"dependency_ratio","capital","labor_formal","informality","price_informal","nominal_output","wage_formal","wage_informal","rental_rate","social_security","social_security_share","public_absorption","collection_cost","collection_cost_share","consumption_formal","consumption_informal","composite_consumption","consumption_price_index","primary_surplus_ratio","required_revenue","revenue_share","tax_consumption","tax_payroll","tax_capital","mix_consumption","mix_payroll","mix_capital","flow_utility","lifetime_welfare","objective","converged","is_optimum","welfare_loss_pct","year","debt_anchor"
0.150170218,1.33786807897406,0.451916266796429,0.548083733203571,0.899024529512057,0.942199066514595,0.95856608137662,0.539414717707234,0.159479871497402,0.0640300239143443,0.0679580634177507,0.0160075059785861,0.0296789415518385,0.0314996507708584,0.520595938637156,0.328850239922143,0.8477725808394,0.962805815275257,0.0165,0.0795763085118352,0.0844580634177507,0,0,0.372962029866269,0,0,1,-0.17956162136062,-4.66860215537611,6.85798094275364e-14,TRUE,FALSE,11.4360640807823,2024,0.55
0.150170218,1.4777526073742,0.449790215992551,0.550209784007449,0.916137755178843,0.968457713342601,0.992087719122215,0.549682653107306,0.148729624254756,0.0640300239143443,0.0661154565988707,0.0160075059785861,0.023735728452655,0.0245087917888866,0.537608355497833,0.330125870404469,0.866580131154261,0.96938424865306,0.0165,0.0800095761844973,0.0826154565988707,0,0.0179300661596205,0.327631208916703,0,0.1,0.9,-0.153961375352591,-4.00299575916736,1.32948952194891e-12,TRUE,FALSE,9.47130287178731,2024,0.55
0.150170218,1.6120288686538,0.44780725500179,0.55219274499821,0.929899697646222,0.991473181453418,1.02246337476649,0.557939818587733,0.13989597126628,0.0640300239143443,0.0645806917545481,0.0160075059785861,0.018904547093078,0.0190671290426288,0.551748828144163,0.331315646998926,0.882257823730926,0.97458942838025,0.0165,0.0803893314083257,0.0810806917545481,0,0.0351147456254181,0.285174297806426,0,0.2,0.8,-0.133455519579482,-3.46984350906652,1.54430725144433e-12,TRUE,FALSE,7.83350732130348,2024,0.55
0.150170218,1.74222083879403,0.445963301604636,0.554036698395364,0.941025229606761,1.01200631674036,1.05043733639205,0.564615137764057,0.132435740719904,0.0640300239143443,0.0632703796954381,0.0160075059785861,0.0150920967286447,0.0149130459751041,0.563555824163072,0.332422019037218,0.895406512983336,0.978743529610915,0.0165,0.0807281281405603,0.0797703796954381,0,0.0516983717897629,0.244914508781806,0,0.3,0.7,-0.116811175147896,-3.0370905538453,1.39791413490052e-13,TRUE,FALSE,6.45990819968627,2024,0.55
0.150170218,1.8692746132413,0.444253537518682,0.555746462481318,0.949980455006565,1.03054970614885,1.07648685999829,0.569988273003939,0.126010187297209,0.0640300239143443,0.0621319122525626,0.0160075059785861,0.0122328971747034,0.011870264094701,0.573383601081896,0.333447877488791,0.906420082284489,0.982053007051854,0.0165,0.0810340940658003,0.0786319122525626,0,0.0677779056309219,0.20641453078508,0,0.4,0.6,-0.103241222855144,-2.68427179423374,1.51661682949138e-13,TRUE,FALSE,5.3093578423447,2024,0.55
0.150170218,1.99385248197348,0.442673976666219,0.557326023333781,0.957096359099899,1.0474516311236,1.10094540456576,0.574257815459939,0.120391517578997,0.0640300239143443,0.0611293371567522,0.0160075059785861,0.0102777016017596,0.00981210138623272,0.581486211057759,0.334395614000269,0.91557879832617,0.984661328292601,0.0165,0.0813129758278837,0.0776293371567522,0,0.0834219014628068,0.169371739333577,0,0.5,0.5,-0.0922052824160695,-2.3973373428178,4.46090165345344e-13,TRUE,FALSE,4.35257773533226,2024,0.55
0.150170218,2.11652359611751,0.441223830774953,0.558776169225047,0.962628720381719,1.06298420395538,1.12406900664708,0.577577232229031,0.115416515071564,0.0640300239143443,0.0602361010409068,0.0160075059785861,0.00918746387885047,0.00864308598816779,0.588061378441636,0.335265701535028,0.923096860694933,0.986676274700475,0.0165,0.0815692632796082,0.0767361010409068,0,0.098679253607605,0.133565858418374,0,0.6,0.4,-0.0833099348286939,-2.16605830554604,6.10382796562777e-13,TRUE,FALSE,3.56719117186901,2024,0.55
0.150170218,2.23770847162931,0.43990259697162,0.56009740302838,0.966771081119422,1.07735264188016,1.14604667679501,0.580062648671653,0.110967157938935,0.0640300239143443,0.0594327441408612,0.0160075059785861,0.00893005543468358,0.00828888804607112,0.59326072496589,0.336058441817028,0.929136899640653,0.988177639307776,0.0165,0.081806342505367,0.0759327441408612,0,0.113586360476305,0.0988348850897715,0,0.7,0.3,-0.0762676634484689,-1.98295924966019,1.89871914062798e-13,TRUE,FALSE,2.93620871946573,2024,0.55
0.150170218,2.35756512869555,0.438705669810813,0.561294330189187,0.96965780385343,1.09069130416476,1.16699945123907,0.581794682312058,0.106959493358142,0.0640300239143443,0.0587059085094454,0.0160075059785861,0.00947821909365025,0.00869010237585834,0.597193370606095,0.336776598113512,0.933817771134969,0.989220226553772,0.0165,0.0820264304330629,0.0752059085094454,0,0.128173989011215,0.0650580095738741,0,0.8,0.2,-0.0708727451016411,-1.84269137264266,8.89009305059277e-13,TRUE,FALSE,2.44721389651661,2024,0.55
0.150170218,2.4764766460874,0.437636219601253,0.562363780398747,0.971427470177881,1.1031512797985,1.18706014983024,0.582856482106729,0.103321543162663,0.0640300239143443,0.058042831556194,0.0160075059785861,0.0108076819823183,0.00979709871187598,0.599969883116307,0.337418268239248,0.937252986786408,0.989857883520606,0.0165,0.0822320200310196,0.074542831556194,0,0.142461490778126,0.032137777380924,0,0.9,0.1,-0.0669477868816768,-1.74064245892359,1.05615816213376e-12,TRUE,FALSE,2.08834852896536,2024,0.55
0.150170218,2.59464544221222,0.436694541003272,0.563305458996728,0.972181602384929,1.11483870667817,1.20631822040354,0.583308961430957,0.100000176763331,0.0640300239143443,0.0574343387350906,0.0160075059785861,0.0128966470072021,0.0115681729831839,0.601674488528621,0.337983275398037,0.939529447861171,0.99012927471524,0.0165,0.0824248625745342,0.0739343387350906,0,0.15646549602118,0,0,1,0,-0.064362593718047,-1.67342743666922,1.08048390171455e-13,TRUE,FALSE,1.85053433527181,2024,0.55
0.150170218,1.48658840575392,0.451494700583326,0.548505299416674,0.931608881505976,0.97561717652734,0.992801376143163,0.558965328903586,0.14851264177666,0.0640300239143443,0.0656302753322322,0.0160075059785861,0.0236652520869415,0.024256698894106,0.540153430498022,0.329103179650004,0.868234990631253,0.984481915089682,0.0165,0.0801277073270455,0.0821302753322322,0.0136703401520068,0,0.326641274303137,0.1,0,0.9,-0.151761920206587,-3.94580992537126,4.950438129301e-12,TRUE,FALSE,9.29842529590429,2024,0.55
0.150170218,1.62069680750059,0.449473465136778,0.550526534863222,0.94547047006954,0.998602852792317,1.02301982473285,0.567282282041724,0.139741521792448,0.0640300239143443,0.0641196084462427,0.0160075059785861,0.0185642772486204,0.0185902505652878,0.554485151673304,0.330315920917933,0.884107309145586,0.989517662328833,0.0165,0.0805069709854176,0.0806196084462427,0.0133881348634091,0.0175083564212361,0.284378152781289,0.1,0.1,0.8,-0.131084416626319,-3.4081948322843,4.09875653849176e-12,TRUE,FALSE,7.64029783157775,2024,0.55
0.150170218,1.75077478145116,0.447593009032563,0.552406990967437,0.956715825541255,1.01913134815072,1.05087076113537,0.574029495324753,0.132324864560179,0.0640300239143443,0.0628280388298631,0.0160075059785861,0.0144864079850035,0.0142144660855443,0.566493013255656,0.331444194580462,0.897462801072935,0.99355147371504,0.0165,0.0808456911588313,0.0793280388298631,0.0131658134512893,0.0343759153000518,0.244277337510974,0.1,0.2,0.7,-0.114252310852862,-2.9705600821744,7.7072106532399e-13,TRUE,FALSE,6.24509473353436,2024,0.55
0.150170218,1.87773826744543,0.445847173760481,0.554152826239519,0.965801606808112,1.03768371937641,1.07681968364425,0.579480964084867,0.125931125159439,0.0640300239143443,0.0617047590886584,0.0160075059785861,0.0113660450072265,0.0109532845075924,0.576524736549155,0.332491695743711,0.908688849488985,0.996777864707549,0.0165,0.0811518052840551,0.0782047590886584,0.0129906721780596,0.0507096294002074,0.205911828473569,0.1,0.3,0.6,-0.100486707372238,-2.61265439167818,2.02866423770299e-13,TRUE,FALSE,5.0723474012714,2024,0.55
0.150170218,2.0022958807465,0.444232821139507,0.555767178860493,0.973061234943692,1.05461278040445,1.10120357982573,0.583836740966215,0.120334218016676,0.0640300239143443,0.0607142499162476,0.0160075059785861,0.00915372758942478,0.00867970477838728,0.584836302275742,0.333460307316296,0.918066840912093,0.999335422337282,0.0165,0.0814311347910177,0.0772142499162476,0.0128540046890079,0.0665843587407011,0.168983031652537,0.1,0.4,0.5,-0.0892453092048366,-2.32037803932575,1.27686234779057e-13,TRUE,FALSE,4.09266033634563,2024,0.55
